artist_name,artist_genre,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Elvis Costello & The Attractions,"['art rock', 'folk rock', 'mellow gold', 'new wave pop', 'power pop', 'pub rock', 'rock', 'roots rock']",The Beat - 2021 Remaster,1bqlDsBlBPxjK0zuFQcSXq,50,0.724,0.767,11,-5.368,0,0.0646,0.115,0.0,0.0995,0.893,133.509,audio_features,1bqlDsBlBPxjK0zuFQcSXq,spotify:track:1bqlDsBlBPxjK0zuFQcSXq,https://api.spotify.com/v1/tracks/1bqlDsBlBPxjK0zuFQcSXq,https://api.spotify.com/v1/audio-analysis/1bqlDsBlBPxjK0zuFQcSXq,228973,4
Justin Bieber,"['canadian pop', 'pop']",Ghost,6I3mqTwhRpn34SLVafSH7G,89,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,audio_features,6I3mqTwhRpn34SLVafSH7G,spotify:track:6I3mqTwhRpn34SLVafSH7G,https://api.spotify.com/v1/tracks/6I3mqTwhRpn34SLVafSH7G,https://api.spotify.com/v1/audio-analysis/6I3mqTwhRpn34SLVafSH7G,153190,4
yt music,[],Year 2021,0DBlFmx6wmnuoLaAl7hfew,0,0.848,0.39,0,-11.553,0,0.107,0.127,0.397,0.105,0.577,144.986,audio_features,0DBlFmx6wmnuoLaAl7hfew,spotify:track:0DBlFmx6wmnuoLaAl7hfew,https://api.spotify.com/v1/tracks/0DBlFmx6wmnuoLaAl7hfew,https://api.spotify.com/v1/audio-analysis/0DBlFmx6wmnuoLaAl7hfew,245101,4
Lil Nas X,"['lgbtq+ hip hop', 'pop']",THATS WHAT I WANT,0e8nrvls4Qqv5Rfa2UhqmO,88,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,audio_features,0e8nrvls4Qqv5Rfa2UhqmO,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,https://api.spotify.com/v1/tracks/0e8nrvls4Qqv5Rfa2UhqmO,https://api.spotify.com/v1/audio-analysis/0e8nrvls4Qqv5Rfa2UhqmO,143901,4
saturn,"['glitchcore', 'hyperpop']",2022 my year fr,4u2gL1g6AgF2vlAURETOXi,31,0.429,0.834,0,-6.61,0,0.261,0.0106,0.0,0.163,0.664,179.932,audio_features,4u2gL1g6AgF2vlAURETOXi,spotify:track:4u2gL1g6AgF2vlAURETOXi,https://api.spotify.com/v1/tracks/4u2gL1g6AgF2vlAURETOXi,https://api.spotify.com/v1/audio-analysis/4u2gL1g6AgF2vlAURETOXi,110517,4
The Kid LAROI,['australian hip hop'],STAY (with Justin Bieber),5HCyWlXZPP0y6Gqq8TgA20,89,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,audio_features,5HCyWlXZPP0y6Gqq8TgA20,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/tracks/5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/audio-analysis/5HCyWlXZPP0y6Gqq8TgA20,141806,4
Negto star,[],Happy New Year 2021,7sZrWodgSF7MC4Byo6fv0x,0,0.602,0.744,9,-6.871,1,0.0456,0.0363,0.522,0.0655,0.669,114.998,audio_features,7sZrWodgSF7MC4Byo6fv0x,spotify:track:7sZrWodgSF7MC4Byo6fv0x,https://api.spotify.com/v1/tracks/7sZrWodgSF7MC4Byo6fv0x,https://api.spotify.com/v1/audio-analysis/7sZrWodgSF7MC4Byo6fv0x,188639,4
AJR,['modern rock'],World's Smallest Violin,3jHBgKdLCf46aP3HRI0WYv,77,0.68,0.696,5,-6.977,1,0.051,0.116,0.0,0.607,0.684,115.962,audio_features,3jHBgKdLCf46aP3HRI0WYv,spotify:track:3jHBgKdLCf46aP3HRI0WYv,https://api.spotify.com/v1/tracks/3jHBgKdLCf46aP3HRI0WYv,https://api.spotify.com/v1/audio-analysis/3jHBgKdLCf46aP3HRI0WYv,180743,4
Armin van Buuren,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",A State Of Trance (ASOT 1080) - A State Of Trance - Year Mix 2021 Vinyl Contest,1DAMEX867d3Lk150omxSJV,37,0.729,0.77,1,-8.811,1,0.404,0.324,0.0,0.588,0.762,80.152,audio_features,1DAMEX867d3Lk150omxSJV,spotify:track:1DAMEX867d3Lk150omxSJV,https://api.spotify.com/v1/tracks/1DAMEX867d3Lk150omxSJV,https://api.spotify.com/v1/audio-analysis/1DAMEX867d3Lk150omxSJV,37250,3
NEIKED,"['dance pop', 'pop dance', 'scandipop', 'tropical house']",Better Days (NEIKED x Mae Muller x Polo G),6f5ExP43esnvdKPddwKXJH,83,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,audio_features,6f5ExP43esnvdKPddwKXJH,spotify:track:6f5ExP43esnvdKPddwKXJH,https://api.spotify.com/v1/tracks/6f5ExP43esnvdKPddwKXJH,https://api.spotify.com/v1/audio-analysis/6f5ExP43esnvdKPddwKXJH,160657,4
Duck,[],Year 2021,4cdcFyEEr2g74eM9m8XohF,0,0.77,0.781,0,-10.694,0,0.219,0.162,2.55e-06,0.825,0.632,144.931,audio_features,4cdcFyEEr2g74eM9m8XohF,spotify:track:4cdcFyEEr2g74eM9m8XohF,https://api.spotify.com/v1/tracks/4cdcFyEEr2g74eM9m8XohF,https://api.spotify.com/v1/audio-analysis/4cdcFyEEr2g74eM9m8XohF,104668,4
Jordan Davis,['contemporary country'],Buy Dirt,69AIpwGNLxr4qS1X5ynx60,79,0.586,0.559,4,-6.725,1,0.05,0.639,0.0,0.0872,0.437,177.945,audio_features,69AIpwGNLxr4qS1X5ynx60,spotify:track:69AIpwGNLxr4qS1X5ynx60,https://api.spotify.com/v1/tracks/69AIpwGNLxr4qS1X5ynx60,https://api.spotify.com/v1/audio-analysis/69AIpwGNLxr4qS1X5ynx60,167480,4
Izaya Tiji,"['plugg', 'pluggnb', 'vapor trap']",2021,04hkUnA5TXyxn3ffHZAaLv,26,0.825,0.24,10,-16.4,1,0.506,0.467,2.87e-06,0.11,0.153,140.126,audio_features,04hkUnA5TXyxn3ffHZAaLv,spotify:track:04hkUnA5TXyxn3ffHZAaLv,https://api.spotify.com/v1/tracks/04hkUnA5TXyxn3ffHZAaLv,https://api.spotify.com/v1/audio-analysis/04hkUnA5TXyxn3ffHZAaLv,140527,4
Doja Cat,"['dance pop', 'pop']",Need to Know,3Vi5XqYrmQgOYBajMWSvCi,85,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,audio_features,3Vi5XqYrmQgOYBajMWSvCi,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,https://api.spotify.com/v1/tracks/3Vi5XqYrmQgOYBajMWSvCi,https://api.spotify.com/v1/audio-analysis/3Vi5XqYrmQgOYBajMWSvCi,210560,4
Dj Okan Doğan,[],Okan DOGAN (Happy Nea Year) 2021,1ajuxJppdSWJGHXB3irC04,0,0.627,0.0356,7,0.229,1,0.046,0.0262,0.529,0.316,0.894,131.025,audio_features,1ajuxJppdSWJGHXB3irC04,spotify:track:1ajuxJppdSWJGHXB3irC04,https://api.spotify.com/v1/tracks/1ajuxJppdSWJGHXB3irC04,https://api.spotify.com/v1/audio-analysis/1ajuxJppdSWJGHXB3irC04,139285,4
Morgan Wallen,['contemporary country'],Sand In My Boots,0uRrG2jRR5tuifsYIJHEao,78,0.403,0.537,3,-6.628,1,0.031,0.59,0.0,0.112,0.414,69.877,audio_features,0uRrG2jRR5tuifsYIJHEao,spotify:track:0uRrG2jRR5tuifsYIJHEao,https://api.spotify.com/v1/tracks/0uRrG2jRR5tuifsYIJHEao,https://api.spotify.com/v1/audio-analysis/0uRrG2jRR5tuifsYIJHEao,202133,4
Armin van Buuren,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",A State Of Trance (ASOT 1080) - A State Of Trance - Year Mix 2021 Vinyl Contest,0qM0FYeAgpZaWhuiGgSioF,28,0.645,0.71,11,-8.342,0,0.473,0.29,0.0,0.524,0.801,134.27,audio_features,0qM0FYeAgpZaWhuiGgSioF,spotify:track:0qM0FYeAgpZaWhuiGgSioF,https://api.spotify.com/v1/tracks/0qM0FYeAgpZaWhuiGgSioF,https://api.spotify.com/v1/audio-analysis/0qM0FYeAgpZaWhuiGgSioF,51445,4
Surf Curse,"['dreamo', 'indie surf', 'surf punk', 'vegas indie']",Freaks,7EkWXAI1wn8Ii883ecd9xr,85,0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,audio_features,7EkWXAI1wn8Ii883ecd9xr,spotify:track:7EkWXAI1wn8Ii883ecd9xr,https://api.spotify.com/v1/tracks/7EkWXAI1wn8Ii883ecd9xr,https://api.spotify.com/v1/audio-analysis/7EkWXAI1wn8Ii883ecd9xr,147062,4
J.K.,[],Year 2021,4trDNqHFg6hfx8w9uni7lY,0,0.735,0.748,11,-8.329,0,0.355,0.123,0.0,0.108,0.533,159.886,audio_features,4trDNqHFg6hfx8w9uni7lY,spotify:track:4trDNqHFg6hfx8w9uni7lY,https://api.spotify.com/v1/tracks/4trDNqHFg6hfx8w9uni7lY,https://api.spotify.com/v1/audio-analysis/4trDNqHFg6hfx8w9uni7lY,207750,4
Olivia Rodrigo,['pop'],drivers license,5wANPM4fQCJwkGd4rN57mH,88,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,audio_features,5wANPM4fQCJwkGd4rN57mH,spotify:track:5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/tracks/5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/audio-analysis/5wANPM4fQCJwkGd4rN57mH,242013,4
Jaded Juice Riders,"['australian garage punk', 'indie garage rock']",Year 22,7sL9Vi4jozFFCtA1SpVUEA,30,0.414,0.842,5,-7.012,1,0.0318,3.49e-06,0.473,0.583,0.332,97.445,audio_features,7sL9Vi4jozFFCtA1SpVUEA,spotify:track:7sL9Vi4jozFFCtA1SpVUEA,https://api.spotify.com/v1/tracks/7sL9Vi4jozFFCtA1SpVUEA,https://api.spotify.com/v1/audio-analysis/7sL9Vi4jozFFCtA1SpVUEA,161538,4
Ed Sheeran,"['pop', 'uk pop']",Shivers,50nfwKoDiSYg8zOCREWAm5,89,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,audio_features,50nfwKoDiSYg8zOCREWAm5,spotify:track:50nfwKoDiSYg8zOCREWAm5,https://api.spotify.com/v1/tracks/50nfwKoDiSYg8zOCREWAm5,https://api.spotify.com/v1/audio-analysis/50nfwKoDiSYg8zOCREWAm5,207853,4
Lofi Fruits Music,"['lo-fi cover', 'lo-fi product']",7 Years,2JjwQsLvMknwKhMRbdC7Mb,50,0.604,0.204,6,-17.793,0,0.0299,0.751,0.867,0.0976,0.122,114.002,audio_features,2JjwQsLvMknwKhMRbdC7Mb,spotify:track:2JjwQsLvMknwKhMRbdC7Mb,https://api.spotify.com/v1/tracks/2JjwQsLvMknwKhMRbdC7Mb,https://api.spotify.com/v1/audio-analysis/2JjwQsLvMknwKhMRbdC7Mb,114000,4
Morgan Wallen,['contemporary country'],More Than My Hometown,5OELUCYgOHKFAvCERnAvfS,78,0.62,0.869,6,-5.479,1,0.0462,0.615,0.0,0.131,0.597,126.019,audio_features,5OELUCYgOHKFAvCERnAvfS,spotify:track:5OELUCYgOHKFAvCERnAvfS,https://api.spotify.com/v1/tracks/5OELUCYgOHKFAvCERnAvfS,https://api.spotify.com/v1/audio-analysis/5OELUCYgOHKFAvCERnAvfS,216573,4
Craze_Returned,[],Year 2021,65hIZYAYu3fxltrGK6frIn,0,0.714,0.905,0,-6.461,1,0.0685,0.00845,0.133,0.686,0.384,74.998,audio_features,65hIZYAYu3fxltrGK6frIn,spotify:track:65hIZYAYu3fxltrGK6frIn,https://api.spotify.com/v1/tracks/65hIZYAYu3fxltrGK6frIn,https://api.spotify.com/v1/audio-analysis/65hIZYAYu3fxltrGK6frIn,147217,4
Elton John,"['glam rock', 'mellow gold', 'piano rock']",Cold Heart - PNAU Remix,6zSpb8dQRaw0M1dK8PBwQz,89,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,audio_features,6zSpb8dQRaw0M1dK8PBwQz,spotify:track:6zSpb8dQRaw0M1dK8PBwQz,https://api.spotify.com/v1/tracks/6zSpb8dQRaw0M1dK8PBwQz,https://api.spotify.com/v1/audio-analysis/6zSpb8dQRaw0M1dK8PBwQz,202735,4
JayDream,[],Year 22,0htnBRfKa4pWafUTpSCP9v,10,0.718,0.524,1,-8.575,1,0.379,0.631,0.0,0.104,0.573,174.063,audio_features,0htnBRfKa4pWafUTpSCP9v,spotify:track:0htnBRfKa4pWafUTpSCP9v,https://api.spotify.com/v1/tracks/0htnBRfKa4pWafUTpSCP9v,https://api.spotify.com/v1/audio-analysis/0htnBRfKa4pWafUTpSCP9v,135048,4
Polo G,['chicago rap'],RAPSTAR,18vXApRmJSgQ6wG2ll9AOg,82,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039,audio_features,18vXApRmJSgQ6wG2ll9AOg,spotify:track:18vXApRmJSgQ6wG2ll9AOg,https://api.spotify.com/v1/tracks/18vXApRmJSgQ6wG2ll9AOg,https://api.spotify.com/v1/audio-analysis/18vXApRmJSgQ6wG2ll9AOg,165926,4
Elvis Costello & The Attractions,"['art rock', 'folk rock', 'mellow gold', 'new wave pop', 'power pop', 'pub rock', 'rock', 'roots rock']",(I Don't Want To Go To) Chelsea - 2021 Remaster,7uYyLVNjKY49L8o3AouXZd,46,0.515,0.832,11,-5.643,0,0.0398,0.0664,0.000486,0.055,0.952,166.728,audio_features,7uYyLVNjKY49L8o3AouXZd,spotify:track:7uYyLVNjKY49L8o3AouXZd,https://api.spotify.com/v1/tracks/7uYyLVNjKY49L8o3AouXZd,https://api.spotify.com/v1/audio-analysis/7uYyLVNjKY49L8o3AouXZd,190307,4
Cody Johnson,"['contemporary country', 'country road', 'texas country']",'Til You Can't,4k3lPl8YTKuY8c1HelVnm3,78,0.501,0.815,1,-4.865,1,0.0436,0.0513,0.0,0.106,0.46,160.087,audio_features,4k3lPl8YTKuY8c1HelVnm3,spotify:track:4k3lPl8YTKuY8c1HelVnm3,https://api.spotify.com/v1/tracks/4k3lPl8YTKuY8c1HelVnm3,https://api.spotify.com/v1/audio-analysis/4k3lPl8YTKuY8c1HelVnm3,224213,4
Arnold Onea,[],YEAR 2021,1tSKyM7Sl77WBCp0Ha9mUi,0,0.659,0.839,7,-7.505,1,0.0372,0.000337,0.126,0.107,0.0845,124.015,audio_features,1tSKyM7Sl77WBCp0Ha9mUi,spotify:track:1tSKyM7Sl77WBCp0Ha9mUi,https://api.spotify.com/v1/tracks/1tSKyM7Sl77WBCp0Ha9mUi,https://api.spotify.com/v1/audio-analysis/1tSKyM7Sl77WBCp0Ha9mUi,287692,4
Yeat,['pluggnb'],Monëy so big,7BbaIYAdi3pg4MGl6PHwPv,81,0.693,0.575,2,-7.633,1,0.0906,0.121,0.0,0.104,0.353,138.016,audio_features,7BbaIYAdi3pg4MGl6PHwPv,spotify:track:7BbaIYAdi3pg4MGl6PHwPv,https://api.spotify.com/v1/tracks/7BbaIYAdi3pg4MGl6PHwPv,https://api.spotify.com/v1/audio-analysis/7BbaIYAdi3pg4MGl6PHwPv,160052,4
Morgan Wallen,['contemporary country'],Cover Me Up,0mKnuxVkPi5h0kuvZl44VM,77,0.549,0.44,7,-8.192,1,0.0264,0.232,7.37e-06,0.107,0.214,128.01,audio_features,0mKnuxVkPi5h0kuvZl44VM,spotify:track:0mKnuxVkPi5h0kuvZl44VM,https://api.spotify.com/v1/tracks/0mKnuxVkPi5h0kuvZl44VM,https://api.spotify.com/v1/audio-analysis/0mKnuxVkPi5h0kuvZl44VM,293707,3
Elvis Costello & The Attractions,"['art rock', 'folk rock', 'mellow gold', 'new wave pop', 'power pop', 'pub rock', 'rock', 'roots rock']",No Action - 2021 Remaster,2GFakdGflCFgwFrJfZkvzK,41,0.342,0.907,4,-4.44,1,0.0672,0.0265,2.36e-05,0.206,0.624,157.509,audio_features,2GFakdGflCFgwFrJfZkvzK,spotify:track:2GFakdGflCFgwFrJfZkvzK,https://api.spotify.com/v1/tracks/2GFakdGflCFgwFrJfZkvzK,https://api.spotify.com/v1/audio-analysis/2GFakdGflCFgwFrJfZkvzK,121093,3
The Rare Occasions,['la indie'],Notion,0sTlGEld0h8kIPZaKDYUf4,83,0.309,0.883,9,-3.825,1,0.0808,0.0673,0.00111,0.0849,0.312,159.488,audio_features,0sTlGEld0h8kIPZaKDYUf4,spotify:track:0sTlGEld0h8kIPZaKDYUf4,https://api.spotify.com/v1/tracks/0sTlGEld0h8kIPZaKDYUf4,https://api.spotify.com/v1/audio-analysis/0sTlGEld0h8kIPZaKDYUf4,195121,4
Equa16,[],Yearn,2zOxVSOkyGmkHfxwiNAAGc,30,0.575,0.0747,4,-20.996,1,0.0346,0.945,0.882,0.0904,0.121,169.996,audio_features,2zOxVSOkyGmkHfxwiNAAGc,spotify:track:2zOxVSOkyGmkHfxwiNAAGc,https://api.spotify.com/v1/tracks/2zOxVSOkyGmkHfxwiNAAGc,https://api.spotify.com/v1/audio-analysis/2zOxVSOkyGmkHfxwiNAAGc,158162,4
Lil Nas X,"['lgbtq+ hip hop', 'pop']",INDUSTRY BABY (feat. Jack Harlow),27NovPIUIRrOZoCHxABJwK,87,0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,audio_features,27NovPIUIRrOZoCHxABJwK,spotify:track:27NovPIUIRrOZoCHxABJwK,https://api.spotify.com/v1/tracks/27NovPIUIRrOZoCHxABJwK,https://api.spotify.com/v1/audio-analysis/27NovPIUIRrOZoCHxABJwK,212000,4
