artist_name,artist_genre,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
OneRepublic,"['dance pop', 'piano rock', 'pop', 'pop rock']",Counting Stars,6sy3LkhNFjJWlaeSMNwQ62,78,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.115,0.477,122.017,audio_features,6sy3LkhNFjJWlaeSMNwQ62,spotify:track:6sy3LkhNFjJWlaeSMNwQ62,https://api.spotify.com/v1/tracks/6sy3LkhNFjJWlaeSMNwQ62,https://api.spotify.com/v1/audio-analysis/6sy3LkhNFjJWlaeSMNwQ62,257840,4
Mike & The Mechanics,"['album rock', 'art rock', 'classic uk pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'soft rock', 'synthpop']",The Living Years - 2014 Remastered,5KnTfINZimBcMmBOwKCe1n,30,0.521,0.459,8,-10.415,1,0.0312,0.645,0.0,0.0903,0.27,97.858,audio_features,5KnTfINZimBcMmBOwKCe1n,spotify:track:5KnTfINZimBcMmBOwKCe1n,https://api.spotify.com/v1/tracks/5KnTfINZimBcMmBOwKCe1n,https://api.spotify.com/v1/audio-analysis/5KnTfINZimBcMmBOwKCe1n,324267,4
Mac DeMarco,"['edmonton indie', 'lo-fi indie']",Chamber Of Reflection,7H7NyZ3G075GqPx2evsfeb,80,0.538,0.557,11,-8.678,1,0.0914,0.262,0.914,0.102,0.506,131.03,audio_features,7H7NyZ3G075GqPx2evsfeb,spotify:track:7H7NyZ3G075GqPx2evsfeb,https://api.spotify.com/v1/tracks/7H7NyZ3G075GqPx2evsfeb,https://api.spotify.com/v1/audio-analysis/7H7NyZ3G075GqPx2evsfeb,231724,4
Anthem Lights,"['ccm', 'christian alternative rock', 'christian music', 'viral pop']",Best of 2014: Problem / Boom Clap / Rude / Am I Wrong / All About That Bass / All of Me / Chandelier / Blank Space / Not a Bad Thing / Happy,3mImyoTCyYiDDaqTshw5HU,34,0.415,0.519,7,-5.494,1,0.0324,0.744,0.0,0.321,0.506,120.957,audio_features,3mImyoTCyYiDDaqTshw5HU,spotify:track:3mImyoTCyYiDDaqTshw5HU,https://api.spotify.com/v1/tracks/3mImyoTCyYiDDaqTshw5HU,https://api.spotify.com/v1/audio-analysis/3mImyoTCyYiDDaqTshw5HU,203687,4
WALK THE MOON,"['dance pop', 'dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",Shut Up and Dance,4kbj5MwxO1bq9wjT5g9HaA,83,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,audio_features,4kbj5MwxO1bq9wjT5g9HaA,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,https://api.spotify.com/v1/tracks/4kbj5MwxO1bq9wjT5g9HaA,https://api.spotify.com/v1/audio-analysis/4kbj5MwxO1bq9wjT5g9HaA,199080,4
Andrew Peterson,"['ccm', 'christian music', 'indiecoustica', 'roots worship']",Isn't It Love - 2014 Version,04Lw9ot3N6m7o4Z02JdwCx,33,0.492,0.338,2,-11.799,1,0.0298,0.448,0.000189,0.12,0.135,107.85,audio_features,04Lw9ot3N6m7o4Z02JdwCx,spotify:track:04Lw9ot3N6m7o4Z02JdwCx,https://api.spotify.com/v1/tracks/04Lw9ot3N6m7o4Z02JdwCx,https://api.spotify.com/v1/audio-analysis/04Lw9ot3N6m7o4Z02JdwCx,279373,4
One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",Night Changes,5O2P9iiztwhomNh8xkR9lJ,87,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,audio_features,5O2P9iiztwhomNh8xkR9lJ,spotify:track:5O2P9iiztwhomNh8xkR9lJ,https://api.spotify.com/v1/tracks/5O2P9iiztwhomNh8xkR9lJ,https://api.spotify.com/v1/audio-analysis/5O2P9iiztwhomNh8xkR9lJ,226600,4
Go Stereo,[],Best Of 2014 Pop Mashup,7JVusweF88haUYekrKiJvA,41,0.388,0.848,4,-6.67,1,0.0748,0.00487,0.0,0.1,0.527,124.996,audio_features,7JVusweF88haUYekrKiJvA,spotify:track:7JVusweF88haUYekrKiJvA,https://api.spotify.com/v1/tracks/7JVusweF88haUYekrKiJvA,https://api.spotify.com/v1/audio-analysis/7JVusweF88haUYekrKiJvA,330815,4
Taylor Swift,['pop'],Blank Space,1p80LdxRV74UKvL8gnD7ky,75,0.753,0.678,5,-5.421,1,0.0644,0.085,1.64e-06,0.13,0.583,96.006,audio_features,1p80LdxRV74UKvL8gnD7ky,spotify:track:1p80LdxRV74UKvL8gnD7ky,https://api.spotify.com/v1/tracks/1p80LdxRV74UKvL8gnD7ky,https://api.spotify.com/v1/audio-analysis/1p80LdxRV74UKvL8gnD7ky,231827,4
Pantera,"['alternative metal', 'groove metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rock', 'texas metal']",25 Years - 2014 Remaster,38A47mTFHWoAzWmxK3ioge,28,0.374,0.976,9,-3.815,1,0.11,0.000115,0.0423,0.139,0.551,123.765,audio_features,38A47mTFHWoAzWmxK3ioge,spotify:track:38A47mTFHWoAzWmxK3ioge,https://api.spotify.com/v1/tracks/38A47mTFHWoAzWmxK3ioge,https://api.spotify.com/v1/audio-analysis/38A47mTFHWoAzWmxK3ioge,365907,4
Paloma Faith,"['british soul', 'dance pop', 'uk pop']",Only Love Can Hurt Like This,62ke5zFUJN6RvtXZgVH0F8,87,0.566,0.885,8,-4.528,1,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,audio_features,62ke5zFUJN6RvtXZgVH0F8,spotify:track:62ke5zFUJN6RvtXZgVH0F8,https://api.spotify.com/v1/tracks/62ke5zFUJN6RvtXZgVH0F8,https://api.spotify.com/v1/audio-analysis/62ke5zFUJN6RvtXZgVH0F8,232893,4
Current Joys,"['indie pop', 'lo-fi indie', 'modern rock']",2014,2XEaWtJTXe00l0FdVJ6W8O,28,0.664,0.434,4,-15.154,0,0.0339,0.292,0.664,0.114,0.557,138.584,audio_features,2XEaWtJTXe00l0FdVJ6W8O,spotify:track:2XEaWtJTXe00l0FdVJ6W8O,https://api.spotify.com/v1/tracks/2XEaWtJTXe00l0FdVJ6W8O,https://api.spotify.com/v1/audio-analysis/2XEaWtJTXe00l0FdVJ6W8O,267468,4
TV Girl,['indie pop'],Lovers Rock,6dBUzqjtbnIa1TwYbyw5CM,79,0.559,0.871,5,-5.338,0,0.0397,7.53e-06,0.00545,0.096,0.572,104.97,audio_features,6dBUzqjtbnIa1TwYbyw5CM,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,https://api.spotify.com/v1/tracks/6dBUzqjtbnIa1TwYbyw5CM,https://api.spotify.com/v1/audio-analysis/6dBUzqjtbnIa1TwYbyw5CM,213920,4
William Elliott Whitmore,"['iowa indie', 'new americana']",One Man's Shame,1Bd0OoAaMAEo6PIIJRTmKw,32,0.865,0.237,7,-8.164,0,0.0626,0.912,1.79e-06,0.0945,0.463,129.804,audio_features,1Bd0OoAaMAEo6PIIJRTmKw,spotify:track:1Bd0OoAaMAEo6PIIJRTmKw,https://api.spotify.com/v1/tracks/1Bd0OoAaMAEo6PIIJRTmKw,https://api.spotify.com/v1/audio-analysis/1Bd0OoAaMAEo6PIIJRTmKw,263480,4
Hozier,"['irish singer-songwriter', 'pop']",Take Me to Church,1CS7Sd1u5tWkstBhpssyjP,76,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,audio_features,1CS7Sd1u5tWkstBhpssyjP,spotify:track:1CS7Sd1u5tWkstBhpssyjP,https://api.spotify.com/v1/tracks/1CS7Sd1u5tWkstBhpssyjP,https://api.spotify.com/v1/audio-analysis/1CS7Sd1u5tWkstBhpssyjP,241693,4
Monstercat,[],Best of 2014 Album Mix (Part 2),36aRuvh1hMQBQZf5Gh864c,16,0.428,0.776,10,-4.809,0,0.0913,0.00752,0.00217,0.392,0.264,127.986,audio_features,36aRuvh1hMQBQZf5Gh864c,spotify:track:36aRuvh1hMQBQZf5Gh864c,https://api.spotify.com/v1/tracks/36aRuvh1hMQBQZf5Gh864c,https://api.spotify.com/v1/audio-analysis/36aRuvh1hMQBQZf5Gh864c,3262130,4
Pitbull,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,81,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022,audio_features,2bJvI42r8EF3wxjOuDav4r,spotify:track:2bJvI42r8EF3wxjOuDav4r,https://api.spotify.com/v1/tracks/2bJvI42r8EF3wxjOuDav4r,https://api.spotify.com/v1/audio-analysis/2bJvI42r8EF3wxjOuDav4r,229360,4
Jake Scott,"['alt z', 'indiecoustica', 'pop', 'pop rock', 'uk pop']",2014,2eofA68VmH9eL2Bfmj1dnv,32,0.9,0.419,9,-10.667,1,0.0644,0.00887,0.0,0.114,0.78,120.026,audio_features,2eofA68VmH9eL2Bfmj1dnv,spotify:track:2eofA68VmH9eL2Bfmj1dnv,https://api.spotify.com/v1/tracks/2eofA68VmH9eL2Bfmj1dnv,https://api.spotify.com/v1/audio-analysis/2eofA68VmH9eL2Bfmj1dnv,178309,4
ScHoolboy Q,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",Collard Greens,0zO8ctW0UiuOefR87OeJOZ,78,0.825,0.575,11,-4.87,1,0.0633,0.025,9.94e-06,0.205,0.65,153.954,audio_features,0zO8ctW0UiuOefR87OeJOZ,spotify:track:0zO8ctW0UiuOefR87OeJOZ,https://api.spotify.com/v1/tracks/0zO8ctW0UiuOefR87OeJOZ,https://api.spotify.com/v1/audio-analysis/0zO8ctW0UiuOefR87OeJOZ,299960,4
Dimitri Vegas & Like Mike,"['belgian dance', 'belgian edm', 'big room', 'dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']",Ocarina (Brennan Heart Remix) - Edit,6nYqZrD08ljUxFRjoKqADX,46,0.26,0.972,0,-2.242,0,0.0656,0.0506,0.332,0.0946,0.104,149.493,audio_features,6nYqZrD08ljUxFRjoKqADX,spotify:track:6nYqZrD08ljUxFRjoKqADX,https://api.spotify.com/v1/tracks/6nYqZrD08ljUxFRjoKqADX,https://api.spotify.com/v1/audio-analysis/6nYqZrD08ljUxFRjoKqADX,169195,4
Taylor Swift,['pop'],Style,4lIxdJw6W3Fg4vUIYCB0S5,74,0.598,0.786,2,-5.572,1,0.0383,0.00253,0.0016,0.117,0.456,95.019,audio_features,4lIxdJw6W3Fg4vUIYCB0S5,spotify:track:4lIxdJw6W3Fg4vUIYCB0S5,https://api.spotify.com/v1/tracks/4lIxdJw6W3Fg4vUIYCB0S5,https://api.spotify.com/v1/audio-analysis/4lIxdJw6W3Fg4vUIYCB0S5,231000,4
mysticolu,[],2014,7thU2r1KOPMN6e6dWWpJsp,12,0.542,0.752,5,-10.722,1,0.041,0.000717,0.704,0.268,0.124,128.007,audio_features,7thU2r1KOPMN6e6dWWpJsp,spotify:track:7thU2r1KOPMN6e6dWWpJsp,https://api.spotify.com/v1/tracks/7thU2r1KOPMN6e6dWWpJsp,https://api.spotify.com/v1/audio-analysis/7thU2r1KOPMN6e6dWWpJsp,150071,4
Maroon 5,['pop'],Maps,4gbVRS8gloEluzf0GzDOFc,82,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,audio_features,4gbVRS8gloEluzf0GzDOFc,spotify:track:4gbVRS8gloEluzf0GzDOFc,https://api.spotify.com/v1/tracks/4gbVRS8gloEluzf0GzDOFc,https://api.spotify.com/v1/audio-analysis/4gbVRS8gloEluzf0GzDOFc,189960,4
Andrew Peterson,"['ccm', 'christian music', 'indiecoustica', 'roots worship']",After the Last Tear Falls - 2014 Version,1xTyQ9qE4xFnNxTpjTMTO9,25,0.578,0.68,4,-6.382,1,0.0257,0.00125,0.000841,0.0927,0.228,104.981,audio_features,1xTyQ9qE4xFnNxTpjTMTO9,spotify:track:1xTyQ9qE4xFnNxTpjTMTO9,https://api.spotify.com/v1/tracks/1xTyQ9qE4xFnNxTpjTMTO9,https://api.spotify.com/v1/audio-analysis/1xTyQ9qE4xFnNxTpjTMTO9,273080,4
American Authors,"['modern rock', 'pop rock', 'rock']",Best Day Of My Life,5Hroj5K7vLpIG4FNCRIjbP,80,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,audio_features,5Hroj5K7vLpIG4FNCRIjbP,spotify:track:5Hroj5K7vLpIG4FNCRIjbP,https://api.spotify.com/v1/tracks/5Hroj5K7vLpIG4FNCRIjbP,https://api.spotify.com/v1/audio-analysis/5Hroj5K7vLpIG4FNCRIjbP,194240,4
Jake Scott,"['alt z', 'indiecoustica', 'pop', 'pop rock', 'uk pop']",2014,0hkRi5B2pme6DQzeOlH6Y9,24,0.9,0.419,9,-10.667,1,0.0644,0.00887,0.0,0.114,0.78,120.026,audio_features,0hkRi5B2pme6DQzeOlH6Y9,spotify:track:0hkRi5B2pme6DQzeOlH6Y9,https://api.spotify.com/v1/tracks/0hkRi5B2pme6DQzeOlH6Y9,https://api.spotify.com/v1/audio-analysis/0hkRi5B2pme6DQzeOlH6Y9,178309,4
Milky Chance,['german pop'],Stolen Dance,6vECYJHxYmm3Ydt3fF01pE,74,0.885,0.581,11,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016,audio_features,6vECYJHxYmm3Ydt3fF01pE,spotify:track:6vECYJHxYmm3Ydt3fF01pE,https://api.spotify.com/v1/tracks/6vECYJHxYmm3Ydt3fF01pE,https://api.spotify.com/v1/audio-analysis/6vECYJHxYmm3Ydt3fF01pE,313684,4
Andrew Peterson,"['ccm', 'christian music', 'indiecoustica', 'roots worship']",Faith to Be Strong - 2014 Version,1wTfWD7cPnA0JXCrUHz9fX,25,0.406,0.295,4,-14.203,1,0.0349,0.793,0.0,0.0863,0.435,116.387,audio_features,1wTfWD7cPnA0JXCrUHz9fX,spotify:track:1wTfWD7cPnA0JXCrUHz9fX,https://api.spotify.com/v1/tracks/1wTfWD7cPnA0JXCrUHz9fX,https://api.spotify.com/v1/audio-analysis/1wTfWD7cPnA0JXCrUHz9fX,220840,3
Taylor Swift,['pop'],Shake It Off,5xTtaWoae3wi06K5WfVUUH,73,0.647,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.015,audio_features,5xTtaWoae3wi06K5WfVUUH,spotify:track:5xTtaWoae3wi06K5WfVUUH,https://api.spotify.com/v1/tracks/5xTtaWoae3wi06K5WfVUUH,https://api.spotify.com/v1/audio-analysis/5xTtaWoae3wi06K5WfVUUH,219200,4
Jake Scott,"['alt z', 'indiecoustica', 'pop', 'pop rock', 'uk pop']",2014 - Acoustic,0F9qDydUs56EdJnIQABw21,21,0.772,0.212,9,-12.859,1,0.0494,0.581,0.0,0.0805,0.363,119.929,audio_features,0F9qDydUs56EdJnIQABw21,spotify:track:0F9qDydUs56EdJnIQABw21,https://api.spotify.com/v1/tracks/0F9qDydUs56EdJnIQABw21,https://api.spotify.com/v1/audio-analysis/0F9qDydUs56EdJnIQABw21,178000,4
Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",Summer,6YUTL4dYpB9xZO5qExPf05,83,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,audio_features,6YUTL4dYpB9xZO5qExPf05,spotify:track:6YUTL4dYpB9xZO5qExPf05,https://api.spotify.com/v1/tracks/6YUTL4dYpB9xZO5qExPf05,https://api.spotify.com/v1/audio-analysis/6YUTL4dYpB9xZO5qExPf05,222533,4
Andrew Peterson,"['ccm', 'christian music', 'indiecoustica', 'roots worship']",Holy Is the Lord - 2014 Version,77fZo3nQoye29FVUJH4KJp,24,0.508,0.224,2,-13.529,1,0.0301,0.6,7.35e-05,0.0732,0.459,73.853,audio_features,77fZo3nQoye29FVUJH4KJp,spotify:track:77fZo3nQoye29FVUJH4KJp,https://api.spotify.com/v1/tracks/77fZo3nQoye29FVUJH4KJp,https://api.spotify.com/v1/audio-analysis/77fZo3nQoye29FVUJH4KJp,208467,3
Mitski,"['brooklyn indie', 'indie pop']",First Love / Late Spring,3sslYZcFKtUvIEWN9lADgr,79,0.445,0.543,0,-8.196,1,0.0272,0.000825,0.0137,0.202,0.102,99.963,audio_features,3sslYZcFKtUvIEWN9lADgr,spotify:track:3sslYZcFKtUvIEWN9lADgr,https://api.spotify.com/v1/tracks/3sslYZcFKtUvIEWN9lADgr,https://api.spotify.com/v1/audio-analysis/3sslYZcFKtUvIEWN9lADgr,278640,4
Pegboard Nerds,"['brostep', 'danish electronic', 'edm', 'electro house', 'gaming edm', 'glitch', 'speedrun']",Hero,57EbJbYiOQggoY5EWvtgba,24,0.436,0.922,11,-3.279,0,0.0627,0.00374,0.000413,0.253,0.0928,150.151,audio_features,57EbJbYiOQggoY5EWvtgba,spotify:track:57EbJbYiOQggoY5EWvtgba,https://api.spotify.com/v1/tracks/57EbJbYiOQggoY5EWvtgba,https://api.spotify.com/v1/audio-analysis/57EbJbYiOQggoY5EWvtgba,330400,4
Avicii,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",The Nights,0ct6r3EGTcMLPtrXHDvVjc,85,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,audio_features,0ct6r3EGTcMLPtrXHDvVjc,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,https://api.spotify.com/v1/tracks/0ct6r3EGTcMLPtrXHDvVjc,https://api.spotify.com/v1/audio-analysis/0ct6r3EGTcMLPtrXHDvVjc,176658,4
Aloe Blacc X David Correy,[],The World Is Ours (Coca-Cola 2014 World's Cup Anthem),48exuAFuDV7w2nkIhAOtEy,31,0.528,0.903,2,-3.935,1,0.0527,0.197,0.0,0.117,0.665,132.024,audio_features,48exuAFuDV7w2nkIhAOtEy,spotify:track:48exuAFuDV7w2nkIhAOtEy,https://api.spotify.com/v1/tracks/48exuAFuDV7w2nkIhAOtEy,https://api.spotify.com/v1/audio-analysis/48exuAFuDV7w2nkIhAOtEy,174880,4
Taylor Swift,['pop'],Wildest Dreams,59HjlYCeBsxdI0fcm3zglw,73,0.554,0.666,8,-7.414,1,0.0747,0.0702,0.00593,0.106,0.472,140.056,audio_features,59HjlYCeBsxdI0fcm3zglw,spotify:track:59HjlYCeBsxdI0fcm3zglw,https://api.spotify.com/v1/tracks/59HjlYCeBsxdI0fcm3zglw,https://api.spotify.com/v1/audio-analysis/59HjlYCeBsxdI0fcm3zglw,220440,4
William Elliott Whitmore,"['iowa indie', 'new americana']",Diggin' my Grave,5n8g08knh3A7mlGCueI1OR,30,0.682,0.519,9,-7.75,1,0.0639,0.773,0.0,0.136,0.522,135.904,audio_features,5n8g08knh3A7mlGCueI1OR,spotify:track:5n8g08knh3A7mlGCueI1OR,https://api.spotify.com/v1/tracks/5n8g08knh3A7mlGCueI1OR,https://api.spotify.com/v1/audio-analysis/5n8g08knh3A7mlGCueI1OR,251853,4
Lana Del Rey,"['art pop', 'pop']",Brooklyn Baby,1NZs6n6hl8UuMaX0UC0YTz,81,0.404,0.664,1,-6.698,1,0.0407,0.542,0.00402,0.11,0.0949,107.747,audio_features,1NZs6n6hl8UuMaX0UC0YTz,spotify:track:1NZs6n6hl8UuMaX0UC0YTz,https://api.spotify.com/v1/tracks/1NZs6n6hl8UuMaX0UC0YTz,https://api.spotify.com/v1/audio-analysis/1NZs6n6hl8UuMaX0UC0YTz,351640,4
Joey Pecoraro,['chillhop'],Year 2444,52lQqbiohjKjNlFDJW9tdk,21,0.61,0.311,1,-11.153,0,0.085,0.888,0.909,0.105,0.399,80.973,audio_features,52lQqbiohjKjNlFDJW9tdk,spotify:track:52lQqbiohjKjNlFDJW9tdk,https://api.spotify.com/v1/tracks/52lQqbiohjKjNlFDJW9tdk,https://api.spotify.com/v1/audio-analysis/52lQqbiohjKjNlFDJW9tdk,142222,4
Kenny Chesney,"['contemporary country', 'country', 'country road']",American Kids,1dgWTMoHwTUnQhOQ8SR5fV,73,0.782,0.589,0,-7.37,1,0.0803,0.0476,5.84e-06,0.0366,0.849,85.022,audio_features,1dgWTMoHwTUnQhOQ8SR5fV,spotify:track:1dgWTMoHwTUnQhOQ8SR5fV,https://api.spotify.com/v1/tracks/1dgWTMoHwTUnQhOQ8SR5fV,https://api.spotify.com/v1/audio-analysis/1dgWTMoHwTUnQhOQ8SR5fV,182960,4
Andrew Peterson,"['ccm', 'christian music', 'indiecoustica', 'roots worship']",The Silence of God - 2014 Version,63yPL9q0AkXl2viQ6HTyRb,20,0.573,0.238,2,-14.476,1,0.0413,0.468,0.0,0.126,0.344,125.983,audio_features,63yPL9q0AkXl2viQ6HTyRb,spotify:track:63yPL9q0AkXl2viQ6HTyRb,https://api.spotify.com/v1/tracks/63yPL9q0AkXl2viQ6HTyRb,https://api.spotify.com/v1/audio-analysis/63yPL9q0AkXl2viQ6HTyRb,229960,4
Sam Smith,"['dance pop', 'pop', 'uk pop']",I'm Not The Only One,7795WJLVKJoAyVoOtCWqXN,83,0.677,0.485,5,-5.795,1,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,audio_features,7795WJLVKJoAyVoOtCWqXN,spotify:track:7795WJLVKJoAyVoOtCWqXN,https://api.spotify.com/v1/tracks/7795WJLVKJoAyVoOtCWqXN,https://api.spotify.com/v1/audio-analysis/7795WJLVKJoAyVoOtCWqXN,239317,4
Otmar Eros,[],"Year 2016:, Pt. 4",1sUxW2zAmXA7lXHC8Dxu4s,20,0.241,0.064,5,-24.272,1,0.0602,0.994,0.95,0.0715,0.0372,141.739,audio_features,1sUxW2zAmXA7lXHC8Dxu4s,spotify:track:1sUxW2zAmXA7lXHC8Dxu4s,https://api.spotify.com/v1/tracks/1sUxW2zAmXA7lXHC8Dxu4s,https://api.spotify.com/v1/audio-analysis/1sUxW2zAmXA7lXHC8Dxu4s,69840,4
5 Seconds of Summer,"['boy band', 'dance pop', 'pop', 'post-teen pop']",She Looks So Perfect,1gugDOSMREb34Xo0c1PlxM,73,0.494,0.951,9,-4.237,1,0.132,0.000569,0.0,0.327,0.441,160.025,audio_features,1gugDOSMREb34Xo0c1PlxM,spotify:track:1gugDOSMREb34Xo0c1PlxM,https://api.spotify.com/v1/tracks/1gugDOSMREb34Xo0c1PlxM,https://api.spotify.com/v1/audio-analysis/1gugDOSMREb34Xo0c1PlxM,202496,4
