artist_name,artist_genre,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Taylor Swift,['pop'],Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,85,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,audio_features,1BxfuPKGuaTgP7aM0Bbdwr,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/tracks/1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/audio-analysis/1BxfuPKGuaTgP7aM0Bbdwr,178427,4
Foster The People,"['indietronica', 'modern rock', 'rock']",Pumped Up Kicks,2ED8sc40RVFvgqao2r3Qqn,46,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,audio_features,2ED8sc40RVFvgqao2r3Qqn,spotify:track:2ED8sc40RVFvgqao2r3Qqn,https://api.spotify.com/v1/tracks/2ED8sc40RVFvgqao2r3Qqn,https://api.spotify.com/v1/audio-analysis/2ED8sc40RVFvgqao2r3Qqn,239600,4
J Balvin,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",LA CANCIÓN,0fea68AdmYNygeTGI4RC18,87,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,audio_features,0fea68AdmYNygeTGI4RC18,spotify:track:0fea68AdmYNygeTGI4RC18,https://api.spotify.com/v1/tracks/0fea68AdmYNygeTGI4RC18,https://api.spotify.com/v1/audio-analysis/0fea68AdmYNygeTGI4RC18,242573,4
Jae Bandz Playboi Mondo,[],Year 2019,18oghhVq7nt2m5oqJ3JIGU,0,0.932,0.431,11,-11.535,1,0.482,0.026,0.0,0.0602,0.243,121.987,audio_features,18oghhVq7nt2m5oqJ3JIGU,spotify:track:18oghhVq7nt2m5oqJ3JIGU,https://api.spotify.com/v1/tracks/18oghhVq7nt2m5oqJ3JIGU,https://api.spotify.com/v1/audio-analysis/18oghhVq7nt2m5oqJ3JIGU,220369,4
Harry Styles,['pop'],Adore You,3jjujdWJ72nww5eGnfs2E7,85,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,audio_features,3jjujdWJ72nww5eGnfs2E7,spotify:track:3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/tracks/3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/audio-analysis/3jjujdWJ72nww5eGnfs2E7,207133,4
The Gentle Men,[],2019 Guy,6YI5ytPuQX4exYl2MZN8NS,47,0.441,0.776,6,-6.674,0,0.0568,0.00501,0.000136,0.204,0.188,81.126,audio_features,6YI5ytPuQX4exYl2MZN8NS,spotify:track:6YI5ytPuQX4exYl2MZN8NS,https://api.spotify.com/v1/tracks/6YI5ytPuQX4exYl2MZN8NS,https://api.spotify.com/v1/audio-analysis/6YI5ytPuQX4exYl2MZN8NS,195926,4
"Tyler, The Creator","['hip hop', 'rap']",ARE WE STILL FRIENDS?,5TxRUOsGeWeRl3xOML59Ai,79,0.216,0.497,10,-8.025,1,0.0371,0.128,2.39e-06,0.111,0.313,187.308,audio_features,5TxRUOsGeWeRl3xOML59Ai,spotify:track:5TxRUOsGeWeRl3xOML59Ai,https://api.spotify.com/v1/tracks/5TxRUOsGeWeRl3xOML59Ai,https://api.spotify.com/v1/audio-analysis/5TxRUOsGeWeRl3xOML59Ai,265480,3
Anthem Lights,"['ccm', 'christian alternative rock', 'christian music', 'viral pop']",K-LOVE Fan Awards: Songs of the Year (2015 Mash-Up),5rJw9VsPNdfnV9Ar97xZG2,26,0.39,0.455,4,-4.247,1,0.0316,0.397,0.0,0.125,0.358,107.012,audio_features,5rJw9VsPNdfnV9Ar97xZG2,spotify:track:5rJw9VsPNdfnV9Ar97xZG2,https://api.spotify.com/v1/tracks/5rJw9VsPNdfnV9Ar97xZG2,https://api.spotify.com/v1/audio-analysis/5rJw9VsPNdfnV9Ar97xZG2,182288,4
"Tyler, The Creator","['hip hop', 'rap']",EARFQUAKE,5hVghJ4KaYES3BFUATCYn0,80,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,audio_features,5hVghJ4KaYES3BFUATCYn0,spotify:track:5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/tracks/5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/audio-analysis/5hVghJ4KaYES3BFUATCYn0,190067,4
Matt Monro,"['adult standards', 'brill building pop', 'classic uk pop', 'easy listening', 'lounge']",The Music Played - 2019 Stereo Remix,5E8remXZPiYuvZEzavW4lT,45,0.39,0.345,6,-13.941,0,0.0279,0.37,1.48e-05,0.588,0.351,80.764,audio_features,5E8remXZPiYuvZEzavW4lT,spotify:track:5E8remXZPiYuvZEzavW4lT,https://api.spotify.com/v1/tracks/5E8remXZPiYuvZEzavW4lT,https://api.spotify.com/v1/audio-analysis/5E8remXZPiYuvZEzavW4lT,201960,1
Cafuné,['brooklyn indie'],Tek It - Sped Up,0MnTkIEP4zZN1IUSu8MvIz,82,0.348,0.95,10,-5.049,0,0.124,9.93e-05,9.68e-06,0.0868,0.377,168.964,audio_features,0MnTkIEP4zZN1IUSu8MvIz,spotify:track:0MnTkIEP4zZN1IUSu8MvIz,https://api.spotify.com/v1/tracks/0MnTkIEP4zZN1IUSu8MvIz,https://api.spotify.com/v1/audio-analysis/0MnTkIEP4zZN1IUSu8MvIz,166859,4
Prettyheartbreak,['emo rap'],2029,7aR3nl0ZSGWp3zo0wUjS5S,42,0.592,0.654,5,-11.155,0,0.0525,0.137,0.0,0.109,0.192,170.974,audio_features,7aR3nl0ZSGWp3zo0wUjS5S,spotify:track:7aR3nl0ZSGWp3zo0wUjS5S,https://api.spotify.com/v1/tracks/7aR3nl0ZSGWp3zo0wUjS5S,https://api.spotify.com/v1/audio-analysis/7aR3nl0ZSGWp3zo0wUjS5S,123509,4
J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",MIDDLE CHILD,2JvzF1RMd7lE3KmFlsyZD8,80,0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,audio_features,2JvzF1RMd7lE3KmFlsyZD8,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,https://api.spotify.com/v1/tracks/2JvzF1RMd7lE3KmFlsyZD8,https://api.spotify.com/v1/audio-analysis/2JvzF1RMd7lE3KmFlsyZD8,213594,4
NIVIRO,['gaming edm'],The Year 2049,6EP4cLDyqykrpyp4rLZcOs,21,0.53,0.826,11,-9.287,0,0.0601,0.0156,0.0498,0.133,0.0552,127.995,audio_features,6EP4cLDyqykrpyp4rLZcOs,spotify:track:6EP4cLDyqykrpyp4rLZcOs,https://api.spotify.com/v1/tracks/6EP4cLDyqykrpyp4rLZcOs,https://api.spotify.com/v1/audio-analysis/6EP4cLDyqykrpyp4rLZcOs,290500,4
Juice WRLD,"['chicago rap', 'melodic rap']",Robbery,6iaSML1PIYq936g62BDtBq,81,0.623,0.692,2,-5.122,1,0.0504,0.328,0.0,0.153,0.566,79.899,audio_features,6iaSML1PIYq936g62BDtBq,spotify:track:6iaSML1PIYq936g62BDtBq,https://api.spotify.com/v1/tracks/6iaSML1PIYq936g62BDtBq,https://api.spotify.com/v1/audio-analysis/6iaSML1PIYq936g62BDtBq,240051,4
Hazy Year,"['chillhop', 'lo-fi beats']",Melted,6NoCnaM3N02Pngli1xf0WL,39,0.796,0.244,9,-12.931,1,0.0618,0.565,0.893,0.115,0.678,80.073,audio_features,6NoCnaM3N02Pngli1xf0WL,spotify:track:6NoCnaM3N02Pngli1xf0WL,https://api.spotify.com/v1/tracks/6NoCnaM3N02Pngli1xf0WL,https://api.spotify.com/v1/audio-analysis/6NoCnaM3N02Pngli1xf0WL,168000,4
Luke Combs,"['contemporary country', 'country']",Beer Never Broke My Heart,7aEtlGHoiPAfRB084NiDmx,77,0.538,0.863,1,-4.483,1,0.0481,0.0139,0.0,0.0874,0.637,77.001,audio_features,7aEtlGHoiPAfRB084NiDmx,spotify:track:7aEtlGHoiPAfRB084NiDmx,https://api.spotify.com/v1/tracks/7aEtlGHoiPAfRB084NiDmx,https://api.spotify.com/v1/audio-analysis/7aEtlGHoiPAfRB084NiDmx,186733,4
The Gentle Men,[],2019 Guy - Remastered,6LkVVUiHi0pyD8qYxPPt8S,38,0.393,0.73,6,-7.286,0,0.0468,0.00232,0.00105,0.243,0.25,81.293,audio_features,6LkVVUiHi0pyD8qYxPPt8S,spotify:track:6LkVVUiHi0pyD8qYxPPt8S,https://api.spotify.com/v1/tracks/6LkVVUiHi0pyD8qYxPPt8S,https://api.spotify.com/v1/audio-analysis/6LkVVUiHi0pyD8qYxPPt8S,194480,4
Eyedress,['noise pop'],Jealous,1aXV8GrmQLvgoFtBPERP7E,82,0.474,0.921,9,-10.431,0,0.0457,0.00491,0.85,0.476,0.696,93.01,audio_features,1aXV8GrmQLvgoFtBPERP7E,spotify:track:1aXV8GrmQLvgoFtBPERP7E,https://api.spotify.com/v1/tracks/1aXV8GrmQLvgoFtBPERP7E,https://api.spotify.com/v1/audio-analysis/1aXV8GrmQLvgoFtBPERP7E,122339,4
Mike & The Mechanics,"['album rock', 'art rock', 'classic uk pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'soft rock', 'synthpop']",The Living Years - 2019 Version,2O6y8426AZzwbDE6QcLqOi,36,0.513,0.62,1,-6.849,1,0.0317,0.483,0.0,0.0797,0.196,97.869,audio_features,2O6y8426AZzwbDE6QcLqOi,spotify:track:2O6y8426AZzwbDE6QcLqOi,https://api.spotify.com/v1/tracks/2O6y8426AZzwbDE6QcLqOi,https://api.spotify.com/v1/audio-analysis/2O6y8426AZzwbDE6QcLqOi,384947,4
Taylor Swift,['pop'],Lover,1dGr1c8CrMLDpV6mPbImSI,84,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,audio_features,1dGr1c8CrMLDpV6mPbImSI,spotify:track:1dGr1c8CrMLDpV6mPbImSI,https://api.spotify.com/v1/tracks/1dGr1c8CrMLDpV6mPbImSI,https://api.spotify.com/v1/audio-analysis/1dGr1c8CrMLDpV6mPbImSI,221307,4
Mooqee,[],Player - 2019 Disco Rework,3C3xDj61g8PLEkko0q5Lbf,46,0.818,0.772,4,-5.871,0,0.0361,0.00035,0.204,0.0699,0.738,122.017,audio_features,3C3xDj61g8PLEkko0q5Lbf,spotify:track:3C3xDj61g8PLEkko0q5Lbf,https://api.spotify.com/v1/tracks/3C3xDj61g8PLEkko0q5Lbf,https://api.spotify.com/v1/audio-analysis/3C3xDj61g8PLEkko0q5Lbf,240000,4
Doja Cat,"['dance pop', 'pop']",Streets,60ynsPSSKe6O3sfwRnIBRf,83,0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035,audio_features,60ynsPSSKe6O3sfwRnIBRf,spotify:track:60ynsPSSKe6O3sfwRnIBRf,https://api.spotify.com/v1/tracks/60ynsPSSKe6O3sfwRnIBRf,https://api.spotify.com/v1/audio-analysis/60ynsPSSKe6O3sfwRnIBRf,226987,4
Nikita Afonso,[],2019,1KzNdrogH2roINOq5XT3vc,34,0.678,0.45,11,-8.846,1,0.0261,0.791,0.0,0.14,0.556,95.986,audio_features,1KzNdrogH2roINOq5XT3vc,spotify:track:1KzNdrogH2roINOq5XT3vc,https://api.spotify.com/v1/tracks/1KzNdrogH2roINOq5XT3vc,https://api.spotify.com/v1/audio-analysis/1KzNdrogH2roINOq5XT3vc,205625,4
The Backseat Lovers,"['modern rock', 'slc indie']",Kilby Girl,1170VohRSx6GwE6QDCHPPH,78,0.329,0.444,1,-9.973,1,0.0417,0.0578,0.0352,0.113,0.225,162.279,audio_features,1170VohRSx6GwE6QDCHPPH,spotify:track:1170VohRSx6GwE6QDCHPPH,https://api.spotify.com/v1/tracks/1170VohRSx6GwE6QDCHPPH,https://api.spotify.com/v1/audio-analysis/1170VohRSx6GwE6QDCHPPH,282206,4
Brainorchestra,[],The Year 2089,6idWOn3kpNM72oDsG2Xk3v,7,0.583,0.632,11,-10.516,0,0.145,0.683,0.115,0.126,0.715,160.006,audio_features,6idWOn3kpNM72oDsG2Xk3v,spotify:track:6idWOn3kpNM72oDsG2Xk3v,https://api.spotify.com/v1/tracks/6idWOn3kpNM72oDsG2Xk3v,https://api.spotify.com/v1/audio-analysis/6idWOn3kpNM72oDsG2Xk3v,160121,4
Baby Keem,"['hip hop', 'rap']",ORANGE SODA,5FkoSXiJPKTNyYgALRJFhD,78,0.83,0.564,1,-7.822,1,0.235,0.177,0.0,0.128,0.107,85.042,audio_features,5FkoSXiJPKTNyYgALRJFhD,spotify:track:5FkoSXiJPKTNyYgALRJFhD,https://api.spotify.com/v1/tracks/5FkoSXiJPKTNyYgALRJFhD,https://api.spotify.com/v1/audio-analysis/5FkoSXiJPKTNyYgALRJFhD,129882,4
Pink Floyd,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",Learning to Fly - Remix 2019,7ehiVYskJ26ICzlSjVVXjg,34,0.517,0.57,0,-12.329,1,0.0325,0.375,0.00931,0.188,0.484,82.992,audio_features,7ehiVYskJ26ICzlSjVVXjg,spotify:track:7ehiVYskJ26ICzlSjVVXjg,https://api.spotify.com/v1/tracks/7ehiVYskJ26ICzlSjVVXjg,https://api.spotify.com/v1/audio-analysis/7ehiVYskJ26ICzlSjVVXjg,292893,4
Zach Bryan,['oklahoma country'],Heading South,2Dct3GykKZ58hpWRFfe2Qd,76,0.68,0.246,4,-14.112,1,0.058,0.783,0.0,0.106,0.388,110.23,audio_features,2Dct3GykKZ58hpWRFfe2Qd,spotify:track:2Dct3GykKZ58hpWRFfe2Qd,https://api.spotify.com/v1/tracks/2Dct3GykKZ58hpWRFfe2Qd,https://api.spotify.com/v1/audio-analysis/2Dct3GykKZ58hpWRFfe2Qd,171693,4
Soldier Kidd,"['florida rap', 'pop rap']",2019,5zEyC5lPdASzKbs5BYC7q5,24,0.755,0.487,1,-9.646,0,0.339,0.412,0.0,0.319,0.412,85.097,audio_features,5zEyC5lPdASzKbs5BYC7q5,spotify:track:5zEyC5lPdASzKbs5BYC7q5,https://api.spotify.com/v1/tracks/5zEyC5lPdASzKbs5BYC7q5,https://api.spotify.com/v1/audio-analysis/5zEyC5lPdASzKbs5BYC7q5,135600,4
Steve Lacy,['afrofuturism'],N Side,24G1PXBWoRgV0wDXZKwxzz,78,0.838,0.536,2,-6.288,1,0.0435,0.072,0.000259,0.208,0.89,119.956,audio_features,24G1PXBWoRgV0wDXZKwxzz,spotify:track:24G1PXBWoRgV0wDXZKwxzz,https://api.spotify.com/v1/tracks/24G1PXBWoRgV0wDXZKwxzz,https://api.spotify.com/v1/audio-analysis/24G1PXBWoRgV0wDXZKwxzz,224444,4
Anthem Lights,"['ccm', 'christian alternative rock', 'christian music', 'viral pop']",K-Love Fan Awards: Songs of the Year (2014 Mash-Up),00ohIpPn9LkKpeIqhfIU9V,25,0.42,0.281,11,-8.204,1,0.0334,0.829,0.0,0.376,0.229,119.515,audio_features,00ohIpPn9LkKpeIqhfIU9V,spotify:track:00ohIpPn9LkKpeIqhfIU9V,https://api.spotify.com/v1/tracks/00ohIpPn9LkKpeIqhfIU9V,https://api.spotify.com/v1/audio-analysis/00ohIpPn9LkKpeIqhfIU9V,213165,4
Rex Orange County,"['bedroom pop', 'pop']",Pluto Projector,4EWBhKf1fOFnyMtUzACXEc,81,0.379,0.219,5,-11.196,1,0.0307,0.707,0.000691,0.118,0.188,79.786,audio_features,4EWBhKf1fOFnyMtUzACXEc,spotify:track:4EWBhKf1fOFnyMtUzACXEc,https://api.spotify.com/v1/tracks/4EWBhKf1fOFnyMtUzACXEc,https://api.spotify.com/v1/audio-analysis/4EWBhKf1fOFnyMtUzACXEc,267520,4
StringStorm,[],Ten Thousand Years,2mLxRnBIF8czuThqRxIjE5,35,0.5,0.742,2,-13.368,0,0.0418,0.0101,2.22e-06,0.128,0.255,79.986,audio_features,2mLxRnBIF8czuThqRxIjE5,spotify:track:2mLxRnBIF8czuThqRxIjE5,https://api.spotify.com/v1/tracks/2mLxRnBIF8czuThqRxIjE5,https://api.spotify.com/v1/audio-analysis/2mLxRnBIF8czuThqRxIjE5,203807,4
Lewis Capaldi,"['pop', 'uk pop']",Someone You Loved,7qEHsqek33rTcFNT9PFqLf,86,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,audio_features,7qEHsqek33rTcFNT9PFqLf,spotify:track:7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf,182161,4
某幻君,[],2019,4nvvo6gz1SpSPeSYvOnwfN,23,0.813,0.476,5,-8.186,1,0.22,0.621,0.0,0.109,0.561,127.051,audio_features,4nvvo6gz1SpSPeSYvOnwfN,spotify:track:4nvvo6gz1SpSPeSYvOnwfN,https://api.spotify.com/v1/tracks/4nvvo6gz1SpSPeSYvOnwfN,https://api.spotify.com/v1/audio-analysis/4nvvo6gz1SpSPeSYvOnwfN,186142,4
Trippie Redd,"['melodic rap', 'rap', 'trap']",The Grinch,1W24W6jQegnNh0x5DfBBPT,78,0.676,0.503,8,-6.115,1,0.0971,0.137,6.36e-05,0.0981,0.196,162.85,audio_features,1W24W6jQegnNh0x5DfBBPT,spotify:track:1W24W6jQegnNh0x5DfBBPT,https://api.spotify.com/v1/tracks/1W24W6jQegnNh0x5DfBBPT,https://api.spotify.com/v1/audio-analysis/1W24W6jQegnNh0x5DfBBPT,91288,4
The Kiboomers,"[""children's music""]",The Months of the Year - 2014 Version,58lQgf1Y5gRJRr6S0Nwp50,27,0.903,0.262,2,-12.528,1,0.081,0.843,0.0,0.109,0.681,95.098,audio_features,58lQgf1Y5gRJRr6S0Nwp50,spotify:track:58lQgf1Y5gRJRr6S0Nwp50,https://api.spotify.com/v1/tracks/58lQgf1Y5gRJRr6S0Nwp50,https://api.spotify.com/v1/audio-analysis/58lQgf1Y5gRJRr6S0Nwp50,89655,4
Mustard,"['cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Ballin' (with Roddy Ricch),3QzAOrNlsabgbMwlZt7TAY,79,0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008,audio_features,3QzAOrNlsabgbMwlZt7TAY,spotify:track:3QzAOrNlsabgbMwlZt7TAY,https://api.spotify.com/v1/tracks/3QzAOrNlsabgbMwlZt7TAY,https://api.spotify.com/v1/audio-analysis/3QzAOrNlsabgbMwlZt7TAY,180435,4
"Earth, Wind & Fire","['disco', 'funk', 'jazz funk', 'quiet storm', 'soul']",September,7zUogmz7vHIVvsOSuSynKL,37,0.696,0.694,9,-11.577,1,0.031,0.144,3.02e-05,0.17,0.981,125.57,audio_features,7zUogmz7vHIVvsOSuSynKL,spotify:track:7zUogmz7vHIVvsOSuSynKL,https://api.spotify.com/v1/tracks/7zUogmz7vHIVvsOSuSynKL,https://api.spotify.com/v1/audio-analysis/7zUogmz7vHIVvsOSuSynKL,215973,4
Dayglow,"['austindie', 'indie pop', 'modern rock']",Can I Call You Tonight?,64lsIF5pw0sJY0gV5kz0RN,82,0.641,0.842,9,-7.27,1,0.0292,0.132,0.91,0.419,0.5,129.98,audio_features,64lsIF5pw0sJY0gV5kz0RN,spotify:track:64lsIF5pw0sJY0gV5kz0RN,https://api.spotify.com/v1/tracks/64lsIF5pw0sJY0gV5kz0RN,https://api.spotify.com/v1/audio-analysis/64lsIF5pw0sJY0gV5kz0RN,278769,4
Slime Dollaz,"['plugg', 'vapor trap']",2019,5IqFQYsRwcJPkfV3zANXDg,21,0.767,0.474,1,-10.192,1,0.287,0.00327,0.0,0.13,0.257,130.052,audio_features,5IqFQYsRwcJPkfV3zANXDg,spotify:track:5IqFQYsRwcJPkfV3zANXDg,https://api.spotify.com/v1/tracks/5IqFQYsRwcJPkfV3zANXDg,https://api.spotify.com/v1/audio-analysis/5IqFQYsRwcJPkfV3zANXDg,116193,4
Wallows,"['indie pop', 'modern rock', 'pop']",Are You Bored Yet? (feat. Clairo),57RA3JGafJm5zRtKJiKPIm,80,0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,audio_features,57RA3JGafJm5zRtKJiKPIm,spotify:track:57RA3JGafJm5zRtKJiKPIm,https://api.spotify.com/v1/tracks/57RA3JGafJm5zRtKJiKPIm,https://api.spotify.com/v1/audio-analysis/57RA3JGafJm5zRtKJiKPIm,178000,4
Riff Raff,['trap'],Rookie of the Year 2013,4KoDsg2EbYPgqpXSrKqB7F,18,0.773,0.859,2,-6.459,1,0.0573,0.0044,0.00711,0.117,0.577,159.955,audio_features,4KoDsg2EbYPgqpXSrKqB7F,spotify:track:4KoDsg2EbYPgqpXSrKqB7F,https://api.spotify.com/v1/tracks/4KoDsg2EbYPgqpXSrKqB7F,https://api.spotify.com/v1/audio-analysis/4KoDsg2EbYPgqpXSrKqB7F,121500,4
Billie Eilish,"['art pop', 'electropop', 'pop']",everything i wanted,3ZCTVFBt2Brf31RLEnCkWJ,84,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,audio_features,3ZCTVFBt2Brf31RLEnCkWJ,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,https://api.spotify.com/v1/tracks/3ZCTVFBt2Brf31RLEnCkWJ,https://api.spotify.com/v1/audio-analysis/3ZCTVFBt2Brf31RLEnCkWJ,245426,4
Mark Ronson,"['dance pop', 'pop', 'uk pop']",Uptown Funk (feat. Bruno Mars),1oP75mIKhxUPbdYadfKAts,37,0.85,0.67,0,-5.327,1,0.0908,0.00974,8.11e-05,0.0228,0.935,115.017,audio_features,1oP75mIKhxUPbdYadfKAts,spotify:track:1oP75mIKhxUPbdYadfKAts,https://api.spotify.com/v1/tracks/1oP75mIKhxUPbdYadfKAts,https://api.spotify.com/v1/audio-analysis/1oP75mIKhxUPbdYadfKAts,270933,4
Harry Styles,['pop'],Golden,45S5WTQEGOB1VHr1Q4FuPl,83,0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,audio_features,45S5WTQEGOB1VHr1Q4FuPl,spotify:track:45S5WTQEGOB1VHr1Q4FuPl,https://api.spotify.com/v1/tracks/45S5WTQEGOB1VHr1Q4FuPl,https://api.spotify.com/v1/audio-analysis/45S5WTQEGOB1VHr1Q4FuPl,208907,4
